order_id,customer_id,channel_id,order_date,order_priority,payment_method,order_total_lines,order_net_revenue
11942,943,2,2025-02-16,3-NORMAL,WIRE_TRANSFER,3,9059.46
11943,944,3,2025-03-30,4-LOW,CORPORATE_INVOICE,3,17146.32
11944,945,4,2025-06-10,4-LOW,CORPORATE_INVOICE,7,27002.29
11945,946,5,2025-06-19,3-NORMAL,CORPORATE_INVOICE,3,8838.36
11946,947,1,2025-01-15,4-LOW,WIRE_TRANSFER,4,26198.77
11947,948,2,2025-04-22,1-URGENT,CREDIT_CARD,4,18510.71
11948,949,3,2025-02-14,1-URGENT,CORPORATE_INVOICE,5,20683.45
11949,950,4,2025-03-20,2-HIGH,WIRE_TRANSFER,5,26302.56
11950,951,5,2025-06-12,2-HIGH,WIRE_TRANSFER,3,17513.37
11951,952,1,2025-02-25,2-HIGH,CREDIT_CARD,5,21304.43
11952,953,2,2025/01/19,3-NORMAL,CORPORATE_INVOICE,5,20708.31
11953,954,3,2025-03-16,2-HIGH,CORPORATE_INVOICE,6,29602.83
11954,955,4,2025-01-15,4-LOW,WIRE_TRANSFER,4,23138.87
11955,956,5,2025-03-26,4-LOW,CREDIT_CARD,6,18819.05
11956,957,1,2025-05-01,1-URGENT,CORPORATE_INVOICE,6,19672.02
11957,958,2,2025-05-15,3-NORMAL,CORPORATE_INVOICE,5,15721.14
11958,959,3,2025-04-19,2-HIGH,CORPORATE_INVOICE,3,12216.12
11959,960,4,2025-06-08,1-URGENT,WIRE_TRANSFER,6,24168.2
11960,961,5,2025-06-17,4-LOW,CORPORATE_INVOICE,7,29506.85
11961,962,1,2025-02-22,3-NORMAL,CREDIT_CARD,7,22491.85
11962,963,2,2025-04-03,2-HIGH,CREDIT_CARD,6,20877.52
11963,964,3,2025-04-27,4-LOW,CREDIT_CARD,6,18473.37
11964,965,4,2025/05/21,1-URGENT,CREDIT_CARD,7,18333.4
11965,966,5,2025-01-13,2-HIGH,CREDIT_CARD,4,28239.18
11966,967,1,2025-05-21,4-LOW,CORPORATE_INVOICE,7,18208.78
11967,968,2,2025-04-03,4-LOW,CORPORATE_INVOICE,6,20843.39
11968,969,3,2025-03-31,3-NORMAL,WIRE_TRANSFER,5,26990.42
11969,970,4,2025-01-16,4-LOW,WIRE_TRANSFER,4,14035.98
11970,971,5,2025/02/08,4-LOW,WIRE_TRANSFER,3,13031.53
11971,972,1,2025/02/16,2-HIGH,CREDIT_CARD,7,31518.85
11972,973,2,2025-01-22,3-NORMAL,CREDIT_CARD,7,39794.12
11973,974,3,2025-05-09,2-HIGH,CREDIT_CARD,5,27169.85
11974,975,4,2025-02-11,3-NORMAL,CORPORATE_INVOICE,7,24569.81
11975,976,5,2025-05-30,3-NORMAL,WIRE_TRANSFER,3,13295.69
11976,977,1,2025-04-13,4-LOW,CORPORATE_INVOICE,4,19136.66
11977,978,2,2025-06-19,2-HIGH,WIRE_TRANSFER,5,26105.75
11978,979,3,2025-03-15,1-URGENT,CORPORATE_INVOICE,4,16889.79
11979,980,4,2025-03-05,4-LOW,WIRE_TRANSFER,5,20633.53
11980,981,5,2025-06-20,3-NORMAL,CREDIT_CARD,3,13792.39
11981,982,1,2025-04-21,2-HIGH,CORPORATE_INVOICE,4,18596.61
11982,983,2,2025-04-22,2-HIGH,CORPORATE_INVOICE,4,17895.8
11983,984,3,2025-05-17,2-HIGH,CORPORATE_INVOICE,7,20691.02
11984,985,4,2025-05-03,1-URGENT,CREDIT_CARD,7,26940.28
11985,986,5,2025-01-28,1-URGENT,WIRE_TRANSFER,7,27459.8
11986,987,1,2025-01-14,1-URGENT,CORPORATE_INVOICE,3,20534.16
11987,988,2,2025-02-28,4-LOW,CREDIT_CARD,4,9313.24
11988,989,3,2025-01-28,1-URGENT,WIRE_TRANSFER,6,32792.84
11989,990,4,2025-04-01,2-HIGH,CREDIT_CARD,5,22712.98
11990,991,5,2025/03/16,1-URGENT,CREDIT_CARD,5,17074.8
11991,992,1,2025-04-27,1-URGENT,CORPORATE_INVOICE,6,17228.78
11992,993,2,2025-02-10,4-LOW,CORPORATE_INVOICE,5,32065.11
11993,994,3,2025-05-29,2-HIGH,CREDIT_CARD,4,8784.64
11994,995,4,2025-02-15,3-NORMAL,CREDIT_CARD,7,18019.72
11995,996,5,2025/02/07,2-HIGH,CORPORATE_INVOICE,5,18881.17
11996,997,1,2025-02-24,2-HIGH,WIRE_TRANSFER,3,14172.45
11997,998,2,2025-01-22,2-HIGH,WIRE_TRANSFER,7,37978.82
11998,999,3,2025-01-10,3-NORMAL,CREDIT_CARD,3,18192.84
11999,1000,4,2025-02-25,3-NORMAL,CREDIT_CARD,6,25959.55
12000,1,5,2025-04-13,4-LOW,CREDIT_CARD,3,11169.91
12001,2,1,2025-05-08,4-LOW,CREDIT_CARD,3,12110.97
12002,3,2,2025-01-13,1-URGENT,CREDIT_CARD,6,13480.92
12003,4,3,2025/01/21,1-URGENT,CREDIT_CARD,7,22189.31
12004,5,4,2025-01-05,3-NORMAL,CORPORATE_INVOICE,5,14219.71
12005,6,5,2025-02-28,1-URGENT,WIRE_TRANSFER,6,23249.95
12006,7,1,2025-01-13,4-LOW,CREDIT_CARD,7,25003.34
12007,8,2,2025-03-08,1-URGENT,CREDIT_CARD,4,11839.55
12008,9,3,2025-01-05,3-NORMAL,CORPORATE_INVOICE,6,21199.84
12009,10,4,2025-02-07,1-URGENT,CORPORATE_INVOICE,7,22678.83
12010,11,5,2025-06-01,1-URGENT,WIRE_TRANSFER,6,18965.44
12011,12,1,2025-01-28,1-URGENT,WIRE_TRANSFER,3,3353.78
12012,13,2,2025-03-06,2-HIGH,WIRE_TRANSFER,4,15101.56
12013,14,3,2025-01-10,2-HIGH,CORPORATE_INVOICE,5,13055.32
12014,15,4,2025-06-28,3-NORMAL,CORPORATE_INVOICE,6,28641.18
12015,16,5,2025-05-24,4-LOW,CREDIT_CARD,7,16210.3
12016,17,1,2025-06-26,3-NORMAL,CREDIT_CARD,6,14481.46
12017,18,2,2025-06-28,1-URGENT,WIRE_TRANSFER,7,34367.55
12018,19,3,2025-04-03,2-HIGH,WIRE_TRANSFER,5,17742.91
12019,20,4,2025-02-09,2-HIGH,WIRE_TRANSFER,3,8637.55
12020,21,5,2025-03-12,4-LOW,CORPORATE_INVOICE,6,27589.38
12021,22,1,2025-03-17,3-NORMAL,WIRE_TRANSFER,7,27881.87
12022,23,2,2025-02-27,3-NORMAL,CREDIT_CARD,4,14861.62
12023,24,3,2025-01-01,2-HIGH,CREDIT_CARD,6,21579.92
12024,25,4,2025-03-13,3-NORMAL,CREDIT_CARD,3,12888.38
12025,26,5,2025-05-29,4-LOW,CORPORATE_INVOICE,4,18204.69
12026,27,1,2025-01-16,4-LOW,CORPORATE_INVOICE,6,20671.21
12027,28,2,2025-04-23,4-LOW,CREDIT_CARD,4,25942.77
12028,29,3,2025/04/18,3-NORMAL,WIRE_TRANSFER,7,31480.08
12029,30,4,2025-01-20,2-HIGH,WIRE_TRANSFER,3,12206.18
12030,31,5,2025-03-31,1-URGENT,CREDIT_CARD,5,19842.4
12031,32,1,2025-04-15,2-HIGH,WIRE_TRANSFER,6,32989.94
12032,33,2,2025-05-26,2-HIGH,WIRE_TRANSFER,4,14559.4
12033,34,3,2025-01-31,4-LOW,CORPORATE_INVOICE,3,10963.39
12034,35,4,2025-05-17,2-HIGH,WIRE_TRANSFER,5,22175.86
12035,36,5,2025-06-03,3-NORMAL,CREDIT_CARD,3,16651.2
12036,37,1,2025-01-16,2-HIGH,WIRE_TRANSFER,7,18636.84
12037,38,2,2025/01/10,3-NORMAL,WIRE_TRANSFER,3,15790.04
12038,39,3,2025-01-04,2-HIGH,CORPORATE_INVOICE,5,26885.41
12039,40,4,2025-03-12,3-NORMAL,WIRE_TRANSFER,4,25096.19
12040,41,5,2025-02-11,2-HIGH,WIRE_TRANSFER,5,20844.77
12041,42,1,2025-04-12,3-NORMAL,WIRE_TRANSFER,7,19293.12
12042,43,2,2025-03-06,2-HIGH,CREDIT_CARD,3,20205.6
12043,44,3,2025-04-20,2-HIGH,CREDIT_CARD,6,11635.24
12044,45,4,2025-02-19,3-NORMAL,CREDIT_CARD,5,18724.1
12045,46,5,2025-05-25,4-LOW,CREDIT_CARD,7,32094.49
12046,47,1,2025-02-13,4-LOW,CREDIT_CARD,4,8088.6
12047,48,2,2025-05-27,1-URGENT,WIRE_TRANSFER,3,14505.8
12048,49,3,2025-01-08,4-LOW,CREDIT_CARD,3,7163.19
12049,50,4,2025-03-02,1-URGENT,CREDIT_CARD,4,15442.24
12050,51,5,2025-06-20,1-URGENT,WIRE_TRANSFER,4,20820.82
12051,52,1,2025-06-12,4-LOW,CREDIT_CARD,6,32148.46
12052,53,2,2025-06-01,3-NORMAL,CREDIT_CARD,7,26124.37
12053,54,3,2025-06-10,1-URGENT,CORPORATE_INVOICE,4,26030.59
12054,55,4,2025-04-25,2-HIGH,WIRE_TRANSFER,7,27880.12
12055,56,5,2025/01/05,1-URGENT,CREDIT_CARD,5,9514.88
12056,57,1,2025-06-29,2-HIGH,CORPORATE_INVOICE,5,8460.13
12057,58,2,2025-04-23,2-HIGH,WIRE_TRANSFER,5,17495.67
12058,59,3,2025-01-20,3-NORMAL,CORPORATE_INVOICE,7,37161.09
12059,60,4,2025-02-21,2-HIGH,CORPORATE_INVOICE,5,21923.5
12060,61,5,2025-04-20,4-LOW,CORPORATE_INVOICE,7,30263.68
12061,62,1,2025-03-16,2-HIGH,WIRE_TRANSFER,6,14607.42
12062,63,2,2025-06-09,3-NORMAL,CREDIT_CARD,7,35162.05
12063,64,3,2025-05-13,3-NORMAL,WIRE_TRANSFER,5,34209.82
12064,65,4,2025-03-07,4-LOW,CREDIT_CARD,5,17697.55
12065,66,5,2025-04-12,2-HIGH,CREDIT_CARD,4,18013.31
12066,67,1,2025-05-24,4-LOW,WIRE_TRANSFER,3,17221.89
12067,68,2,2025-04-03,4-LOW,CORPORATE_INVOICE,6,44839.63
12068,69,3,2025-02-07,4-LOW,WIRE_TRANSFER,5,19905.84
12069,70,4,2025-03-23,2-HIGH,WIRE_TRANSFER,3,16228.62
12070,71,5,2025-05-17,3-NORMAL,WIRE_TRANSFER,7,33751.78
12071,72,1,2025-02-17,2-HIGH,CORPORATE_INVOICE,3,22393.4
12072,73,2,2025-03-15,1-URGENT,WIRE_TRANSFER,5,24238.53
12073,74,3,2025-01-23,1-URGENT,WIRE_TRANSFER,6,24455.79
12074,75,4,2025-03-19,2-HIGH,WIRE_TRANSFER,5,6208.73
12075,76,5,2025-01-11,4-LOW,WIRE_TRANSFER,6,29401.59
12076,77,1,2025-02-19,4-LOW,CORPORATE_INVOICE,7,36940.61
12077,78,2,2025/03/05,3-NORMAL,WIRE_TRANSFER,3,29688.81
12078,79,3,2025-01-08,3-NORMAL,CREDIT_CARD,3,5259.99
12079,80,4,2025-01-22,1-URGENT,WIRE_TRANSFER,7,34344.46
12080,81,5,2025-05-19,3-NORMAL,WIRE_TRANSFER,3,11293.97
12081,82,1,2025-03-04,3-NORMAL,CORPORATE_INVOICE,7,18077.43
12082,83,2,2025-02-15,3-NORMAL,WIRE_TRANSFER,4,15708.97
12083,84,3,2025-05-29,3-NORMAL,CREDIT_CARD,5,14896.08
12084,85,4,2025-01-28,3-NORMAL,WIRE_TRANSFER,6,45453.62
12085,86,5,2025-05-31,3-NORMAL,CORPORATE_INVOICE,7,29369.47
12086,87,1,2025-05-12,2-HIGH,CREDIT_CARD,4,22854.88
12087,88,2,2025-01-26,1-URGENT,CORPORATE_INVOICE,4,24153.64
12088,89,3,2025/06/17,3-NORMAL,CREDIT_CARD,7,29746.64
12089,90,4,2025/06/18,1-URGENT,CORPORATE_INVOICE,7,26842.28
12090,91,5,2025-06-18,4-LOW,CORPORATE_INVOICE,3,22591.02
12091,92,1,2025-04-03,3-NORMAL,CREDIT_CARD,6,9802.7
12092,93,2,2025-05-24,2-HIGH,CORPORATE_INVOICE,7,27020.5
12093,94,3,2025/05/31,2-HIGH,CORPORATE_INVOICE,3,19957.05
12094,95,4,2025/06/07,4-LOW,WIRE_TRANSFER,7,34615.44
12095,96,5,2025-02-24,2-HIGH,CREDIT_CARD,7,23776.15
12096,97,1,2025-04-28,4-LOW,CREDIT_CARD,4,26700.04
12097,98,2,2025-03-24,1-URGENT,CORPORATE_INVOICE,3,22730.93
12098,99,3,2025-04-03,4-LOW,CREDIT_CARD,3,10040.58
12099,100,4,2025-01-17,3-NORMAL,CREDIT_CARD,6,39928.89
12100,101,5,2025-06-03,1-URGENT,WIRE_TRANSFER,3,5366.82
12101,102,1,2025/05/19,4-LOW,CREDIT_CARD,4,28594.97
12102,103,2,2025/04/29,2-HIGH,CORPORATE_INVOICE,7,38941.57
12103,104,3,2025-03-03,1-URGENT,CORPORATE_INVOICE,5,17707.03
12104,105,4,2025/05/30,3-NORMAL,CORPORATE_INVOICE,3,5825.2
12105,106,5,2025-05-31,3-NORMAL,CORPORATE_INVOICE,6,44621.67
12106,107,1,2025-02-20,3-NORMAL,CORPORATE_INVOICE,3,19426.05
12107,108,2,2025-05-03,4-LOW,WIRE_TRANSFER,6,23912.11
12108,109,3,2025-02-12,4-LOW,WIRE_TRANSFER,3,16776.97
12109,110,4,2025-05-28,4-LOW,CREDIT_CARD,3,6637.4
12110,111,5,2025-02-14,3-NORMAL,WIRE_TRANSFER,7,36479.36
12111,112,1,2025-04-19,2-HIGH,CREDIT_CARD,6,31557.75
12112,113,2,2025-04-29,2-HIGH,CORPORATE_INVOICE,5,13040.57
12113,114,3,2025-06-08,4-LOW,CREDIT_CARD,7,41145.36
12114,115,4,2025-03-20,3-NORMAL,WIRE_TRANSFER,5,12590.2
12115,116,5,2025-02-02,4-LOW,WIRE_TRANSFER,6,20323.85
12116,117,1,2025-03-27,1-URGENT,CORPORATE_INVOICE,3,13136.02
12117,118,2,2025-05-17,2-HIGH,CREDIT_CARD,4,19964.89
12118,119,3,2025-06-09,2-HIGH,WIRE_TRANSFER,7,23644.08
12119,120,4,2025-05-12,1-URGENT,WIRE_TRANSFER,6,23003.77
12120,121,5,2025-03-25,3-NORMAL,CORPORATE_INVOICE,6,28124.7
12121,122,1,2025-02-28,3-NORMAL,CORPORATE_INVOICE,5,24904.94
12122,123,2,2025-02-20,2-HIGH,CREDIT_CARD,5,24647.47
12123,124,3,2025-04-12,1-URGENT,CREDIT_CARD,3,12925.25
12124,125,4,2025-01-05,1-URGENT,WIRE_TRANSFER,6,33653.94
12125,126,5,2025-03-03,3-NORMAL,CREDIT_CARD,5,19366.72
12126,127,1,2025/04/19,1-URGENT,CREDIT_CARD,7,28606.65
12127,128,2,2025-05-30,2-HIGH,CORPORATE_INVOICE,5,14669.74
12128,129,3,2025-05-05,3-NORMAL,CREDIT_CARD,6,18314.33
12129,130,4,2025-03-09,4-LOW,CREDIT_CARD,6,23158.56
12130,131,5,2025-01-03,1-URGENT,WIRE_TRANSFER,7,30913.14
12131,132,1,2025-04-01,1-URGENT,CREDIT_CARD,4,18035.02
12132,133,2,2025-03-06,3-NORMAL,WIRE_TRANSFER,3,20919.84
12133,134,3,2025-05-11,1-URGENT,CREDIT_CARD,5,33167.76
12134,135,4,2025-06-07,2-HIGH,CREDIT_CARD,5,29070.64
12135,136,5,2025-05-25,1-URGENT,CORPORATE_INVOICE,4,21207.36
12136,137,1,2025-06-04,2-HIGH,CREDIT_CARD,6,37342.42
12137,138,2,2025-05-28,1-URGENT,CREDIT_CARD,6,15400.37
12138,139,3,2025-06-23,3-NORMAL,CREDIT_CARD,3,6430.49
12139,140,4,2025-05-30,3-NORMAL,CREDIT_CARD,7,28432.7
12140,141,5,2025-02-21,4-LOW,WIRE_TRANSFER,5,29198.59
12141,142,1,2025-05-17,1-URGENT,CREDIT_CARD,4,16067.29
12142,143,2,2025-01-31,3-NORMAL,CREDIT_CARD,5,21001.36
12143,144,3,2025-01-23,1-URGENT,WIRE_TRANSFER,3,4797.22
12144,145,4,2025-02-22,4-LOW,CORPORATE_INVOICE,7,43610.49
12145,146,5,2025-01-16,4-LOW,WIRE_TRANSFER,3,27649.44
12146,147,1,2025-03-13,3-NORMAL,CREDIT_CARD,6,27847.25
12147,148,2,2025-01-23,1-URGENT,CORPORATE_INVOICE,3,11471.43
12148,149,3,2025/04/24,4-LOW,CREDIT_CARD,5,24704.69
12149,150,4,2025-06-17,2-HIGH,WIRE_TRANSFER,6,35118.81
12150,151,5,2025-04-07,3-NORMAL,CORPORATE_INVOICE,3,19775.52
12151,152,1,2025-03-07,1-URGENT,CORPORATE_INVOICE,6,26436.04
12152,153,2,2025-01-09,4-LOW,CREDIT_CARD,5,25951.16
12153,154,3,2025-02-28,2-HIGH,CORPORATE_INVOICE,7,23221.75
12154,155,4,2025-04-17,4-LOW,CREDIT_CARD,5,20611.82
12155,156,5,2025-02-15,4-LOW,CORPORATE_INVOICE,7,30330.07
12156,157,1,2025-03-18,3-NORMAL,CORPORATE_INVOICE,3,15503.44
12157,158,2,2025-04-10,2-HIGH,CREDIT_CARD,3,6680.77
12158,159,3,2025/06/22,4-LOW,WIRE_TRANSFER,3,18638.46
12159,160,4,2025-05-05,3-NORMAL,CREDIT_CARD,6,27814.05
12160,161,5,2025-06-07,4-LOW,WIRE_TRANSFER,5,27897.78
12161,162,1,2025-05-10,2-HIGH,CORPORATE_INVOICE,7,21563.45
12162,163,2,2025-05-11,1-URGENT,WIRE_TRANSFER,3,2428.68
12163,164,3,2025-02-28,4-LOW,CREDIT_CARD,3,13119.2
12164,165,4,2025-04-06,2-HIGH,WIRE_TRANSFER,6,26097.36
12165,166,5,2025-06-01,4-LOW,CREDIT_CARD,3,21142.35
12166,167,1,2025-01-17,1-URGENT,WIRE_TRANSFER,6,25786.91
12167,168,2,2025-06-16,4-LOW,CREDIT_CARD,6,13800.54
12168,169,3,2025-06-27,4-LOW,WIRE_TRANSFER,7,14381.15
12169,170,4,2025-01-21,4-LOW,CORPORATE_INVOICE,3,4097.24
12170,171,5,2025-02-12,2-HIGH,CREDIT_CARD,5,20699.19
12171,172,1,2025-06-29,2-HIGH,CORPORATE_INVOICE,3,20773.02
12172,173,2,2025-05-23,3-NORMAL,CREDIT_CARD,4,12904.11
12173,174,3,2025-04-14,2-HIGH,CREDIT_CARD,6,21552.49
12174,175,4,2025-04-18,1-URGENT,CORPORATE_INVOICE,5,9852.05
12175,176,5,2025-02-25,4-LOW,CORPORATE_INVOICE,6,36501.03
12176,177,1,2025-06-06,1-URGENT,WIRE_TRANSFER,4,5604.22
12177,178,2,2025-03-05,4-LOW,WIRE_TRANSFER,6,26063.7
12178,179,3,2025-02-25,4-LOW,CORPORATE_INVOICE,7,31281.66
12179,180,4,2025-05-12,4-LOW,CORPORATE_INVOICE,4,6821.13
12180,181,5,2025-05-18,3-NORMAL,WIRE_TRANSFER,7,31055.66
12181,182,1,2025-04-27,3-NORMAL,CORPORATE_INVOICE,4,35206.3
12182,183,2,2025-01-06,3-NORMAL,CREDIT_CARD,3,13483.08
12183,184,3,2025-04-20,3-NORMAL,WIRE_TRANSFER,7,45732.47
12184,185,4,2025-04-14,4-LOW,CORPORATE_INVOICE,6,19014.16
12185,186,5,2025/05/30,1-URGENT,WIRE_TRANSFER,4,9444.84
12186,187,1,2025-02-23,2-HIGH,CORPORATE_INVOICE,4,12237.06
12187,188,2,2025-06-10,1-URGENT,CORPORATE_INVOICE,6,26909.26
12188,189,3,2025-03-23,3-NORMAL,WIRE_TRANSFER,5,10261.01
12189,190,4,2025-06-04,1-URGENT,WIRE_TRANSFER,5,24667.75
12190,191,5,2025-02-07,2-HIGH,WIRE_TRANSFER,7,30787.15
12191,192,1,2025-06-29,3-NORMAL,CORPORATE_INVOICE,5,26178.43
12192,193,2,2025-04-13,2-HIGH,WIRE_TRANSFER,6,29843.68
12193,194,3,2025-06-07,3-NORMAL,WIRE_TRANSFER,4,22791.63
12194,195,4,2025-02-01,3-NORMAL,CREDIT_CARD,5,30195.61
12195,196,5,2025-04-30,3-NORMAL,WIRE_TRANSFER,5,11719.57
12196,197,1,2025/03/28,3-NORMAL,WIRE_TRANSFER,7,17182.41
12197,198,2,2025-03-09,2-HIGH,CREDIT_CARD,3,19744.74
12198,199,3,2025-01-09,1-URGENT,CREDIT_CARD,3,10629.85
12199,200,4,2025-06-29,3-NORMAL,CREDIT_CARD,6,40213.89
12200,201,5,2025-01-06,2-HIGH,CREDIT_CARD,3,4048.66
12201,202,1,2025-02-06,1-URGENT,CREDIT_CARD,5,27087.66
12202,203,2,2025-02-27,3-NORMAL,CORPORATE_INVOICE,7,32026.04
12203,204,3,2025-03-06,1-URGENT,CORPORATE_INVOICE,7,23492.0
12204,205,4,2025-05-27,2-HIGH,WIRE_TRANSFER,7,38274.37
12205,206,5,2025-04-10,4-LOW,CORPORATE_INVOICE,7,18931.08
12206,207,1,2025-04-20,1-URGENT,CREDIT_CARD,5,29980.59
12207,208,2,2025/06/19,1-URGENT,CORPORATE_INVOICE,7,14900.37
12208,209,3,2025-04-21,2-HIGH,CORPORATE_INVOICE,3,10015.69
12209,210,4,2025-01-16,4-LOW,WIRE_TRANSFER,7,26474.72
12210,211,5,2025-06-28,2-HIGH,CORPORATE_INVOICE,3,7456.65
12211,212,1,2025-02-10,2-HIGH,CREDIT_CARD,7,30888.19
12212,213,2,2025-01-14,4-LOW,CREDIT_CARD,7,18976.27
12213,214,3,2025-03-30,3-NORMAL,WIRE_TRANSFER,4,11260.33
12214,215,4,2025-02-09,2-HIGH,CORPORATE_INVOICE,7,35451.12
12215,216,5,2025-04-23,3-NORMAL,CORPORATE_INVOICE,7,51840.49
12216,217,1,2025-06-07,4-LOW,CREDIT_CARD,3,11547.22
12217,218,2,2025-06-30,1-URGENT,WIRE_TRANSFER,7,21819.99
12218,219,3,2025-03-10,1-URGENT,WIRE_TRANSFER,6,12286.63
12219,220,4,2025-02-09,2-HIGH,CORPORATE_INVOICE,6,23181.1
12220,221,5,2025-03-20,2-HIGH,CREDIT_CARD,6,35794.25
12221,222,1,2025/06/18,2-HIGH,CREDIT_CARD,6,24424.82
12222,223,2,2025-05-23,4-LOW,CREDIT_CARD,5,21068.77
12223,224,3,2025/06/16,1-URGENT,CREDIT_CARD,4,14865.0
12224,225,4,2025-04-13,1-URGENT,CORPORATE_INVOICE,4,6472.07
12225,226,5,2025-06-22,2-HIGH,WIRE_TRANSFER,7,48173.33
12226,227,1,2025-06-24,4-LOW,WIRE_TRANSFER,7,32952.89
12227,228,2,2025/05/28,3-NORMAL,CORPORATE_INVOICE,6,21031.94
12228,229,3,2025-03-24,2-HIGH,CREDIT_CARD,3,17457.84
12229,230,4,2025-04-24,2-HIGH,CORPORATE_INVOICE,7,32093.17
12230,231,5,2025-01-28,4-LOW,WIRE_TRANSFER,6,20497.19
12231,232,1,2025-06-20,4-LOW,WIRE_TRANSFER,6,26991.97
12232,233,2,2025-05-16,2-HIGH,CORPORATE_INVOICE,6,25101.97
12233,234,3,2025-03-31,4-LOW,WIRE_TRANSFER,7,21980.13
12234,235,4,2025-05-13,4-LOW,WIRE_TRANSFER,4,16071.47
12235,236,5,2025-04-08,1-URGENT,CORPORATE_INVOICE,6,9347.26
12236,237,1,2025-05-27,1-URGENT,CORPORATE_INVOICE,7,24154.4
12237,238,2,2025-01-06,4-LOW,WIRE_TRANSFER,4,9163.03
12238,239,3,2025-04-18,3-NORMAL,CREDIT_CARD,3,10434.13
12239,240,4,2025-03-31,3-NORMAL,CREDIT_CARD,7,31066.45
12240,241,5,2025-04-05,4-LOW,CORPORATE_INVOICE,5,20444.91
12241,242,1,2025-04-07,2-HIGH,CREDIT_CARD,7,53086.96
12242,243,2,2025-01-18,4-LOW,WIRE_TRANSFER,6,18032.42
12243,244,3,2025-01-08,2-HIGH,WIRE_TRANSFER,7,24070.81
12244,245,4,2025-02-02,1-URGENT,CORPORATE_INVOICE,4,22530.86
12245,246,5,2025-04-28,1-URGENT,CREDIT_CARD,3,11374.1
12246,247,1,2025-04-30,2-HIGH,CORPORATE_INVOICE,5,21760.9
12247,248,2,2025-06-16,2-HIGH,CREDIT_CARD,4,12253.36
12248,249,3,2025-01-28,4-LOW,WIRE_TRANSFER,5,9933.58
12249,250,4,2025-05-18,3-NORMAL,CREDIT_CARD,5,23135.69
12250,251,5,2025-02-11,1-URGENT,WIRE_TRANSFER,3,15367.83
12251,252,1,2025/02/15,2-HIGH,CORPORATE_INVOICE,7,26345.7
12252,253,2,2025-01-28,3-NORMAL,WIRE_TRANSFER,4,14930.21
12253,254,3,2025-03-22,1-URGENT,CREDIT_CARD,5,25789.01
12254,255,4,2025-05-17,3-NORMAL,CREDIT_CARD,6,23461.12
12255,256,5,2025-02-21,1-URGENT,CORPORATE_INVOICE,5,21771.51
12256,257,1,2025-04-14,2-HIGH,WIRE_TRANSFER,5,28546.21
12257,258,2,2025-04-02,1-URGENT,WIRE_TRANSFER,7,23161.29
12258,259,3,2025-01-01,3-NORMAL,CORPORATE_INVOICE,3,13339.64
12259,260,4,2025-05-10,3-NORMAL,WIRE_TRANSFER,3,22522.94
12260,261,5,2025-06-13,1-URGENT,CORPORATE_INVOICE,4,22972.31
12261,262,1,2025-05-22,1-URGENT,CORPORATE_INVOICE,6,14227.97
12262,263,2,2025-05-28,2-HIGH,CORPORATE_INVOICE,4,17240.51
12263,264,3,2025-03-19,4-LOW,WIRE_TRANSFER,5,20166.95
12264,265,4,2025-04-18,2-HIGH,WIRE_TRANSFER,4,19802.48
12265,266,5,2025-06-19,3-NORMAL,CORPORATE_INVOICE,4,8588.84
12266,267,1,2025-02-26,4-LOW,CREDIT_CARD,6,28115.46
12267,268,2,2025-01-24,4-LOW,WIRE_TRANSFER,4,24903.12
12268,269,3,2025-06-08,2-HIGH,WIRE_TRANSFER,3,4842.59
12269,270,4,2025-01-17,3-NORMAL,WIRE_TRANSFER,5,18598.21
12270,271,5,2025/01/18,4-LOW,CREDIT_CARD,3,6184.18
12271,272,1,2025-02-16,2-HIGH,CREDIT_CARD,4,24652.34
12272,273,2,2025-05-28,3-NORMAL,CORPORATE_INVOICE,5,13466.6
12273,274,3,2025/03/10,2-HIGH,CORPORATE_INVOICE,4,11127.64
12274,275,4,2025-03-31,4-LOW,CREDIT_CARD,6,32908.48
12275,276,5,2025-05-19,2-HIGH,CREDIT_CARD,7,37867.82
12276,277,1,2025-05-28,4-LOW,CREDIT_CARD,5,19753.06
12277,278,2,2025-01-05,3-NORMAL,CORPORATE_INVOICE,7,26249.74
12278,279,3,2025/04/03,3-NORMAL,CREDIT_CARD,4,16779.0
12279,280,4,2025/06/26,2-HIGH,CORPORATE_INVOICE,7,35960.14
12280,281,5,2025-02-11,2-HIGH,WIRE_TRANSFER,6,23336.31
12281,282,1,2025-06-09,2-HIGH,WIRE_TRANSFER,7,25262.32
12282,283,2,2025-06-19,4-LOW,WIRE_TRANSFER,5,32545.46
12283,284,3,2025-06-22,2-HIGH,WIRE_TRANSFER,7,38398.5
12284,285,4,2025-06-16,1-URGENT,CORPORATE_INVOICE,5,25613.98
12285,286,5,2025-03-05,2-HIGH,WIRE_TRANSFER,5,13528.72
12286,287,1,2025-02-16,1-URGENT,WIRE_TRANSFER,6,21309.38
12287,288,2,2025-02-03,4-LOW,CORPORATE_INVOICE,5,21047.78
12288,289,3,2025-04-21,3-NORMAL,WIRE_TRANSFER,4,25544.44
12289,290,4,2025/03/18,2-HIGH,WIRE_TRANSFER,7,35867.09
12290,291,5,2025/02/09,2-HIGH,CREDIT_CARD,5,20921.18
12291,292,1,2025-06-16,3-NORMAL,CREDIT_CARD,7,41711.63
12292,293,2,2025-04-18,4-LOW,CORPORATE_INVOICE,4,3582.52
12293,294,3,2025-05-24,4-LOW,WIRE_TRANSFER,5,17284.43
