cust_id,cust_name,mkt_segment,nation_name
1150,Customer#001150,MACHINERY,AUSTRALIA
1151,Customer#001151,BUILDING,FRANCE
1152,Customer#001152,AUTOMOBILE,UNITED STATES
1153,Customer#001153,MACHINERY,AUSTRALIA
1154,Customer#001154,MACHINERY,GERMANY
1155,Customer#001155,AUTOMOBILE,BRAZIL
1156,Customer#001156,AUTOMOBILE,AUSTRALIA
1157,Customer#001157,FURNITURE,FRANCE
1158,Customer#001158,HOUSEHOLD,BRAZIL
1159,Customer#001159,MACHINERY,CANADA
1160,Customer#001160,HOUSEHOLD,CANADA
1161,Customer#001161,AUTOMOBILE,BRAZIL
1162,Customer#001162,AUTOMOBILE,GERMANY
1163,Customer#001163,FURNITURE,CANADA
1164,Customer#001164,AUTOMOBILE,UNITED STATES
1165,Customer#001165,FURNITURE,UNITED STATES
1166,Customer#001166,BUILDING,UNITED STATES
1167,Customer#001167,BUILDING,AUSTRALIA
1168,Customer#001168,AUTOMOBILE,FRANCE
1169,Customer#001169,BUILDING,GERMANY
1170,Customer#001170,BUILDING,FRANCE
1171,Customer#001171,FURNITURE,CANADA
1172,Customer#001172,MACHINERY,UNITED STATES
1173,Customer#001173,FURNITURE,CANADA
1174,Customer#001174,HOUSEHOLD,UNITED STATES
1175,Customer#001175,BUILDING,AUSTRALIA
1176,Customer#001176,BUILDING,UNITED STATES
1177,Customer#001177,FURNITURE,JAPAN
1178,Customer#001178,FURNITURE,JAPAN
1179,Customer#001179,BUILDING,AUSTRALIA
1180,Customer#001180,AUTOMOBILE,UNITED KINGDOM
1181,Customer#001181,BUILDING,GERMANY
1182,Customer#001182,AUTOMOBILE,FRANCE
1183,Customer#001183,FURNITURE,JAPAN
1184,Customer#001184,MACHINERY,JAPAN
1185,Customer#001185,HOUSEHOLD,UNITED KINGDOM
1186,Customer#001186,MACHINERY,AUSTRALIA
1187,Customer#001187,HOUSEHOLD,FRANCE
1188,Customer#001188,AUTOMOBILE,JAPAN
1189,Customer#001189,BUILDING,UNITED STATES
1190,Customer#001190,BUILDING,AUSTRALIA
1191,Customer#001191,HOUSEHOLD,AUSTRALIA
1192,Customer#001192,FURNITURE,CANADA
1193,Customer#001193,BUILDING,UNITED STATES
1194,Customer#001194,AUTOMOBILE,UNITED KINGDOM
1195,Customer#001195,HOUSEHOLD,AUSTRALIA
1196,Customer#001196,MACHINERY,UNITED KINGDOM
1197,Customer#001197,FURNITURE,UNITED STATES
1198,Customer#001198,AUTOMOBILE,FRANCE
1199,Customer#001199,FURNITURE,CANADA
1200,Customer#001200,MACHINERY,UNITED STATES
1201,Customer#001201,BUILDING,JAPAN
1202,Customer#001202,FURNITURE,UNITED STATES
1203,Customer#001203,AUTOMOBILE,BRAZIL
1204,Customer#001204,BUILDING,FRANCE
1205,Customer#001205,FURNITURE,GERMANY
1206,Customer#001206,HOUSEHOLD,UNITED KINGDOM
1207,Customer#001207,MACHINERY,GERMANY
1208,Customer#001208,FURNITURE,FRANCE
1209,Customer#001209,FURNITURE,AUSTRALIA
1210,Customer#001210,FURNITURE,BRAZIL
1211,Customer#001211,HOUSEHOLD,GERMANY
1212,Customer#001212,BUILDING,BRAZIL
1213,Customer#001213,BUILDING,UNITED KINGDOM
1214,Customer#001214,HOUSEHOLD,FRANCE
1215,Customer#001215,BUILDING,BRAZIL
1216,Customer#001216,FURNITURE,AUSTRALIA
1217,Customer#001217,MACHINERY,UNITED STATES
1218,Customer#001218,MACHINERY,CANADA
1219,Customer#001219,HOUSEHOLD,FRANCE
1220,Customer#001220,MACHINERY,AUSTRALIA
1221,Customer#001221,HOUSEHOLD,GERMANY
1222,Customer#001222,FURNITURE,AUSTRALIA
1223,Customer#001223,BUILDING,JAPAN
1224,Customer#001224,AUTOMOBILE,UNITED KINGDOM
1225,Customer#001225,BUILDING,JAPAN
1226,Customer#001226,AUTOMOBILE,AUSTRALIA
1227,Customer#001227,AUTOMOBILE,AUSTRALIA
1228,Customer#001228,MACHINERY,BRAZIL
1229,Customer#001229,BUILDING,UNITED KINGDOM
1230,Customer#001230,BUILDING,JAPAN
1231,Customer#001231,HOUSEHOLD,BRAZIL
1232,Customer#001232,MACHINERY,UNITED KINGDOM
1233,Customer#001233,AUTOMOBILE,UNITED KINGDOM
1234,Customer#001234,AUTOMOBILE,AUSTRALIA
1235,Customer#001235,HOUSEHOLD,AUSTRALIA
1236,Customer#001236,BUILDING,UNITED STATES
1237,Customer#001237,BUILDING,BRAZIL
1238,Customer#001238,FURNITURE,UNITED KINGDOM
1239,Customer#001239,FURNITURE,BRAZIL
1240,Customer#001240,HOUSEHOLD,UNITED STATES
1241,Customer#001241,MACHINERY,AUSTRALIA
1242,Customer#001242,HOUSEHOLD,UNITED KINGDOM
1243,Customer#001243,FURNITURE,FRANCE
1244,Customer#001244,FURNITURE,GERMANY
1245,Customer#001245,HOUSEHOLD,GERMANY
1246,Customer#001246,AUTOMOBILE,JAPAN
1247,Customer#001247,MACHINERY,JAPAN
1248,Customer#001248,HOUSEHOLD,GERMANY
1249,Customer#001249,BUILDING,GERMANY
1250,Customer#001250,HOUSEHOLD,JAPAN
1251,Customer#001251,HOUSEHOLD,JAPAN
1252,Customer#001252,HOUSEHOLD,UNITED KINGDOM
1253,Customer#001253,MACHINERY,JAPAN
1254,Customer#001254,AUTOMOBILE,CANADA
1255,Customer#001255,FURNITURE,FRANCE
1256,Customer#001256,HOUSEHOLD,UNITED KINGDOM
1257,Customer#001257,AUTOMOBILE,JAPAN
1258,Customer#001258,BUILDING,AUSTRALIA
1259,Customer#001259,MACHINERY,AUSTRALIA
1260,Customer#001260,MACHINERY,CANADA
1261,Customer#001261,MACHINERY,AUSTRALIA
1262,Customer#001262,FURNITURE,GERMANY
1263,Customer#001263,MACHINERY,BRAZIL
1264,Customer#001264,FURNITURE,FRANCE
1265,Customer#001265,HOUSEHOLD,BRAZIL
1266,Customer#001266,AUTOMOBILE,AUSTRALIA
1267,Customer#001267,MACHINERY,JAPAN
1268,Customer#001268,HOUSEHOLD,FRANCE
1269,Customer#001269,MACHINERY,AUSTRALIA
1270,Customer#001270,MACHINERY,AUSTRALIA
1271,Customer#001271,MACHINERY,UNITED KINGDOM
1272,Customer#001272,FURNITURE,FRANCE
1273,Customer#001273,FURNITURE,GERMANY
1274,Customer#001274,FURNITURE,UNITED STATES
1275,Customer#001275,HOUSEHOLD,FRANCE
1276,Customer#001276,HOUSEHOLD,JAPAN
1277,Customer#001277,BUILDING,AUSTRALIA
1278,Customer#001278,HOUSEHOLD,GERMANY
1279,Customer#001279,MACHINERY,FRANCE
1280,Customer#001280,MACHINERY,GERMANY
1281,Customer#001281,HOUSEHOLD,AUSTRALIA
1282,Customer#001282,BUILDING,CANADA
1283,Customer#001283,FURNITURE,CANADA
1284,Customer#001284,FURNITURE,AUSTRALIA
1285,Customer#001285,FURNITURE,AUSTRALIA
1286,Customer#001286,FURNITURE,UNITED STATES
1287,Customer#001287,MACHINERY,UNITED KINGDOM
1288,Customer#001288,BUILDING,FRANCE
1289,Customer#001289,MACHINERY,GERMANY
1290,Customer#001290,FURNITURE,UNITED STATES
1291,Customer#001291,FURNITURE,AUSTRALIA
1292,Customer#001292,MACHINERY,AUSTRALIA
1293,Customer#001293,BUILDING,UNITED STATES
1294,Customer#001294,BUILDING,JAPAN
1295,Customer#001295,AUTOMOBILE,FRANCE
1296,Customer#001296,HOUSEHOLD,BRAZIL
1297,Customer#001297,HOUSEHOLD,CANADA
1298,Customer#001298,FURNITURE,GERMANY
1299,Customer#001299,MACHINERY,UNITED STATES
1300,Customer#001300,HOUSEHOLD,UNITED KINGDOM
1301,Customer#001301,MACHINERY,AUSTRALIA
1302,Customer#001302,BUILDING,UNITED KINGDOM
1303,Customer#001303,AUTOMOBILE,BRAZIL
1304,Customer#001304,MACHINERY,BRAZIL
1305,Customer#001305,HOUSEHOLD,FRANCE
1306,Customer#001306,FURNITURE,CANADA
1307,Customer#001307,MACHINERY,CANADA
1308,Customer#001308,BUILDING,CANADA
1309,Customer#001309,HOUSEHOLD,BRAZIL
1310,Customer#001310,BUILDING,JAPAN
1311,Customer#001311,BUILDING,UNITED KINGDOM
1312,Customer#001312,BUILDING,BRAZIL
1313,Customer#001313,BUILDING,GERMANY
1314,Customer#001314,AUTOMOBILE,GERMANY
1315,Customer#001315,FURNITURE,GERMANY
1316,Customer#001316,MACHINERY,AUSTRALIA
1317,Customer#001317,HOUSEHOLD,FRANCE
1318,Customer#001318,HOUSEHOLD,GERMANY
1319,Customer#001319,AUTOMOBILE,AUSTRALIA
1320,Customer#001320,HOUSEHOLD,UNITED STATES
1321,Customer#001321,FURNITURE,FRANCE
1322,Customer#001322,HOUSEHOLD,AUSTRALIA
1323,Customer#001323,HOUSEHOLD,UNITED STATES
1324,Customer#001324,AUTOMOBILE,FRANCE
1325,Customer#001325,MACHINERY,UNITED KINGDOM
1326,Customer#001326,FURNITURE,UNITED KINGDOM
1327,Customer#001327,FURNITURE,GERMANY
1328,Customer#001328,MACHINERY,BRAZIL
1329,Customer#001329,AUTOMOBILE,CANADA
1330,Customer#001330,BUILDING,JAPAN
1331,Customer#001331,HOUSEHOLD,BRAZIL
1332,Customer#001332,FURNITURE,AUSTRALIA
1333,Customer#001333,FURNITURE,AUSTRALIA
1334,Customer#001334,FURNITURE,UNITED KINGDOM
1335,Customer#001335,MACHINERY,BRAZIL
1336,Customer#001336,HOUSEHOLD,GERMANY
1337,Customer#001337,MACHINERY,UNITED KINGDOM
1338,Customer#001338,AUTOMOBILE,BRAZIL
1339,Customer#001339,BUILDING,FRANCE
1340,Customer#001340,MACHINERY,UNITED KINGDOM
1341,Customer#001341,AUTOMOBILE,BRAZIL
1342,Customer#001342,AUTOMOBILE,AUSTRALIA
1343,Customer#001343,HOUSEHOLD,GERMANY
1344,Customer#001344,FURNITURE,AUSTRALIA
1345,Customer#001345,HOUSEHOLD,GERMANY
1346,Customer#001346,HOUSEHOLD,GERMANY
1347,Customer#001347,FURNITURE,GERMANY
1348,Customer#001348,HOUSEHOLD,JAPAN
1349,Customer#001349,AUTOMOBILE,GERMANY
1350,Customer#001350,MACHINERY,CANADA
1351,Customer#001351,FURNITURE,UNITED STATES
1352,Customer#001352,MACHINERY,UNITED STATES
1353,Customer#001353,HOUSEHOLD,GERMANY
1354,Customer#001354,AUTOMOBILE,AUSTRALIA
1355,Customer#001355,FURNITURE,CANADA
1356,Customer#001356,HOUSEHOLD,CANADA
1357,Customer#001357,HOUSEHOLD,CANADA
1358,Customer#001358,HOUSEHOLD,GERMANY
1359,Customer#001359,BUILDING,UNITED STATES
1360,Customer#001360,AUTOMOBILE,JAPAN
1361,Customer#001361,BUILDING,JAPAN
1362,Customer#001362,AUTOMOBILE,JAPAN
1363,Customer#001363,AUTOMOBILE,CANADA
1364,Customer#001364,FURNITURE,CANADA
1365,Customer#001365,FURNITURE,UNITED KINGDOM
1366,Customer#001366,FURNITURE,UNITED KINGDOM
1367,Customer#001367,MACHINERY,BRAZIL
1368,Customer#001368,FURNITURE,UNITED STATES
1369,Customer#001369,HOUSEHOLD,FRANCE
1370,Customer#001370,HOUSEHOLD,UNITED KINGDOM
1371,Customer#001371,AUTOMOBILE,JAPAN
1372,Customer#001372,BUILDING,CANADA
1373,Customer#001373,MACHINERY,BRAZIL
1374,Customer#001374,BUILDING,CANADA
1375,Customer#001375,BUILDING,FRANCE
1376,Customer#001376,AUTOMOBILE,BRAZIL
1377,Customer#001377,FURNITURE,AUSTRALIA
1378,Customer#001378,AUTOMOBILE,GERMANY
1379,Customer#001379,AUTOMOBILE,FRANCE
1380,Customer#001380,BUILDING,BRAZIL
1381,Customer#001381,FURNITURE,JAPAN
1382,Customer#001382,FURNITURE,GERMANY
1383,Customer#001383,MACHINERY,JAPAN
1384,Customer#001384,MACHINERY,JAPAN
1385,Customer#001385,FURNITURE,UNITED KINGDOM
1386,Customer#001386,AUTOMOBILE,AUSTRALIA
1387,Customer#001387,BUILDING,JAPAN
1388,Customer#001388,AUTOMOBILE,GERMANY
1389,Customer#001389,AUTOMOBILE,GERMANY
1390,Customer#001390,MACHINERY,FRANCE
1391,Customer#001391,HOUSEHOLD,CANADA
1392,Customer#001392,AUTOMOBILE,JAPAN
1393,Customer#001393,HOUSEHOLD,AUSTRALIA
1394,Customer#001394,HOUSEHOLD,UNITED KINGDOM
1395,Customer#001395,BUILDING,AUSTRALIA
1396,Customer#001396,FURNITURE,JAPAN
1397,Customer#001397,MACHINERY,CANADA
1398,Customer#001398,HOUSEHOLD,BRAZIL
1399,Customer#001399,FURNITURE,UNITED STATES
1400,Customer#001400,BUILDING,CANADA
1401,Customer#001401,MACHINERY,UNITED KINGDOM
1402,Customer#001402,FURNITURE,AUSTRALIA
1403,Customer#001403,AUTOMOBILE,AUSTRALIA
1404,Customer#001404,AUTOMOBILE,CANADA
1405,Customer#001405,MACHINERY,BRAZIL
1406,Customer#001406,MACHINERY,BRAZIL
1407,Customer#001407,FURNITURE,GERMANY
1408,Customer#001408,FURNITURE,CANADA
1409,Customer#001409,MACHINERY,UNITED STATES
1410,Customer#001410,BUILDING,UNITED KINGDOM
1411,Customer#001411,HOUSEHOLD,UNITED STATES
1412,Customer#001412,BUILDING,GERMANY
1413,Customer#001413,HOUSEHOLD,CANADA
1414,Customer#001414,BUILDING,AUSTRALIA
1415,Customer#001415,AUTOMOBILE,GERMANY
1416,Customer#001416,MACHINERY,GERMANY
1417,Customer#001417,MACHINERY,UNITED KINGDOM
1418,Customer#001418,MACHINERY,JAPAN
1419,Customer#001419,BUILDING,BRAZIL
1420,Customer#001420,AUTOMOBILE,UNITED STATES
1421,Customer#001421,HOUSEHOLD,JAPAN
1422,Customer#001422,AUTOMOBILE,AUSTRALIA
1423,Customer#001423,BUILDING,UNITED KINGDOM
1424,Customer#001424,BUILDING,FRANCE
1425,Customer#001425,HOUSEHOLD,UNITED KINGDOM
1426,Customer#001426,AUTOMOBILE,FRANCE
1427,Customer#001427,FURNITURE,CANADA
1428,Customer#001428,BUILDING,UNITED STATES
1429,Customer#001429,MACHINERY,UNITED KINGDOM
1430,Customer#001430,HOUSEHOLD,GERMANY
1431,Customer#001431,HOUSEHOLD,UNITED KINGDOM
1432,Customer#001432,AUTOMOBILE,AUSTRALIA
1433,Customer#001433,BUILDING,UNITED KINGDOM
1434,Customer#001434,BUILDING,BRAZIL
1435,Customer#001435,MACHINERY,JAPAN
1436,Customer#001436,AUTOMOBILE,AUSTRALIA
1437,Customer#001437,AUTOMOBILE,GERMANY
1438,Customer#001438,BUILDING,UNITED STATES
1439,Customer#001439,FURNITURE,GERMANY
1440,Customer#001440,HOUSEHOLD,BRAZIL
1441,Customer#001441,AUTOMOBILE,GERMANY
1442,Customer#001442,HOUSEHOLD,CANADA
1443,Customer#001443,AUTOMOBILE,UNITED KINGDOM
1444,Customer#001444,BUILDING,GERMANY
1445,Customer#001445,BUILDING,AUSTRALIA
1446,Customer#001446,MACHINERY,AUSTRALIA
1447,Customer#001447,MACHINERY,GERMANY
1448,Customer#001448,AUTOMOBILE,JAPAN
1449,Customer#001449,BUILDING,FRANCE
1450,Customer#001450,FURNITURE,JAPAN
1451,Customer#001451,BUILDING,JAPAN
1452,Customer#001452,AUTOMOBILE,FRANCE
1453,Customer#001453,HOUSEHOLD,JAPAN
1454,Customer#001454,BUILDING,FRANCE
1455,Customer#001455,HOUSEHOLD,AUSTRALIA
1456,Customer#001456,BUILDING,FRANCE
1457,Customer#001457,HOUSEHOLD,UNITED KINGDOM
1458,Customer#001458,FURNITURE,UNITED STATES
1459,Customer#001459,MACHINERY,BRAZIL
1460,Customer#001460,AUTOMOBILE,AUSTRALIA
1461,Customer#001461,FURNITURE,AUSTRALIA
1462,Customer#001462,MACHINERY,GERMANY
1463,Customer#001463,HOUSEHOLD,UNITED KINGDOM
1464,Customer#001464,BUILDING,UNITED KINGDOM
1465,Customer#001465,BUILDING,JAPAN
1466,Customer#001466,AUTOMOBILE,UNITED STATES
1467,Customer#001467,BUILDING,AUSTRALIA
1468,Customer#001468,FURNITURE,JAPAN
1469,Customer#001469,FURNITURE,AUSTRALIA
1470,Customer#001470,HOUSEHOLD,AUSTRALIA
1471,Customer#001471,BUILDING,GERMANY
1472,Customer#001472,MACHINERY,UNITED KINGDOM
1473,Customer#001473,MACHINERY,UNITED KINGDOM
1474,Customer#001474,FURNITURE,FRANCE
1475,Customer#001475,AUTOMOBILE,BRAZIL
1476,Customer#001476,HOUSEHOLD,UNITED KINGDOM
1477,Customer#001477,MACHINERY,AUSTRALIA
1478,Customer#001478,AUTOMOBILE,UNITED STATES
1479,Customer#001479,AUTOMOBILE,UNITED KINGDOM
1480,Customer#001480,HOUSEHOLD,UNITED KINGDOM
1481,Customer#001481,HOUSEHOLD,UNITED STATES
1482,Customer#001482,MACHINERY,GERMANY
1483,Customer#001483,BUILDING,UNITED STATES
1484,Customer#001484,AUTOMOBILE,UNITED STATES
1485,Customer#001485,AUTOMOBILE,CANADA
1486,Customer#001486,MACHINERY,JAPAN
1487,Customer#001487,AUTOMOBILE,BRAZIL
1488,Customer#001488,AUTOMOBILE,JAPAN
1489,Customer#001489,BUILDING,UNITED STATES
1490,Customer#001490,MACHINERY,AUSTRALIA
1491,Customer#001491,MACHINERY,UNITED KINGDOM
1492,Customer#001492,MACHINERY,UNITED KINGDOM
1493,Customer#001493,HOUSEHOLD,CANADA
1494,Customer#001494,FURNITURE,BRAZIL
1495,Customer#001495,BUILDING,CANADA
1496,Customer#001496,FURNITURE,GERMANY
1497,Customer#001497,MACHINERY,GERMANY
1498,Customer#001498,MACHINERY,UNITED KINGDOM
1499,Customer#001499,FURNITURE,UNITED KINGDOM
1500,Customer#001500,AUTOMOBILE,UNITED STATES
1501,Customer#001501,BUILDING,UNITED STATES
1502,Customer#001502,AUTOMOBILE,UNITED STATES
1503,Customer#001503,HOUSEHOLD,BRAZIL
1504,Customer#001504,HOUSEHOLD,GERMANY
1505,Customer#001505,AUTOMOBILE,UNITED STATES
1506,Customer#001506,FURNITURE,AUSTRALIA
1507,Customer#001507,AUTOMOBILE,BRAZIL
1508,Customer#001508,AUTOMOBILE,AUSTRALIA
1509,Customer#001509,MACHINERY,JAPAN
1510,Customer#001510,BUILDING,BRAZIL
1511,Customer#001511,BUILDING,UNITED STATES
1512,Customer#001512,AUTOMOBILE,FRANCE
1513,Customer#001513,FURNITURE,UNITED STATES
1514,Customer#001514,HOUSEHOLD,UNITED KINGDOM
1515,Customer#001515,HOUSEHOLD,JAPAN
1516,Customer#001516,MACHINERY,BRAZIL
1517,Customer#001517,BUILDING,CANADA
1518,Customer#001518,BUILDING,BRAZIL
1519,Customer#001519,AUTOMOBILE,JAPAN
1520,Customer#001520,FURNITURE,JAPAN
1521,Customer#001521,FURNITURE,FRANCE
1522,Customer#001522,HOUSEHOLD,BRAZIL
1523,Customer#001523,FURNITURE,CANADA
1524,Customer#001524,AUTOMOBILE,FRANCE
1525,Customer#001525,AUTOMOBILE,UNITED STATES
1526,Customer#001526,HOUSEHOLD,UNITED STATES
1527,Customer#001527,AUTOMOBILE,BRAZIL
1528,Customer#001528,BUILDING,BRAZIL
1529,Customer#001529,BUILDING,AUSTRALIA
1530,Customer#001530,MACHINERY,UNITED KINGDOM
1531,Customer#001531,AUTOMOBILE,FRANCE
1532,Customer#001532,HOUSEHOLD,CANADA
1533,Customer#001533,BUILDING,GERMANY
1534,Customer#001534,MACHINERY,UNITED KINGDOM
1535,Customer#001535,BUILDING,FRANCE
1536,Customer#001536,FURNITURE,AUSTRALIA
1537,Customer#001537,MACHINERY,CANADA
1538,Customer#001538,BUILDING,UNITED KINGDOM
1539,Customer#001539,FURNITURE,GERMANY
1540,Customer#001540,HOUSEHOLD,UNITED KINGDOM
1541,Customer#001541,FURNITURE,UNITED STATES
1542,Customer#001542,HOUSEHOLD,GERMANY
1543,Customer#001543,AUTOMOBILE,JAPAN
1544,Customer#001544,MACHINERY,BRAZIL
1545,Customer#001545,HOUSEHOLD,BRAZIL
1546,Customer#001546,MACHINERY,CANADA
1547,Customer#001547,MACHINERY,FRANCE
1548,Customer#001548,BUILDING,FRANCE
1549,Customer#001549,AUTOMOBILE,UNITED KINGDOM
1550,Customer#001550,AUTOMOBILE,UNITED KINGDOM
1551,Customer#001551,AUTOMOBILE,CANADA
1552,Customer#001552,HOUSEHOLD,BRAZIL
1553,Customer#001553,HOUSEHOLD,UNITED KINGDOM
1554,Customer#001554,FURNITURE,BRAZIL
1555,Customer#001555,AUTOMOBILE,CANADA
1556,Customer#001556,MACHINERY,CANADA
1557,Customer#001557,MACHINERY,UNITED KINGDOM
1558,Customer#001558,BUILDING,GERMANY
1559,Customer#001559,MACHINERY,UNITED STATES
1560,Customer#001560,AUTOMOBILE,BRAZIL
1561,Customer#001561,AUTOMOBILE,UNITED KINGDOM
1562,Customer#001562,AUTOMOBILE,BRAZIL
1563,Customer#001563,HOUSEHOLD,UNITED STATES
1564,Customer#001564,MACHINERY,JAPAN
1565,Customer#001565,AUTOMOBILE,UNITED STATES
1566,Customer#001566,HOUSEHOLD,CANADA
1567,Customer#001567,FURNITURE,FRANCE
1568,Customer#001568,BUILDING,CANADA
1569,Customer#001569,BUILDING,GERMANY
1570,Customer#001570,BUILDING,UNITED STATES
1571,Customer#001571,BUILDING,FRANCE
1572,Customer#001572,AUTOMOBILE,FRANCE
1573,Customer#001573,HOUSEHOLD,BRAZIL
1574,Customer#001574,BUILDING,JAPAN
1575,Customer#001575,BUILDING,UNITED STATES
1576,Customer#001576,BUILDING,FRANCE
1577,Customer#001577,HOUSEHOLD,GERMANY
1578,Customer#001578,BUILDING,BRAZIL
1579,Customer#001579,BUILDING,UNITED STATES
1580,Customer#001580,HOUSEHOLD,UNITED STATES
1581,Customer#001581,AUTOMOBILE,AUSTRALIA
1582,Customer#001582,HOUSEHOLD,CANADA
1583,Customer#001583,BUILDING,AUSTRALIA
1584,Customer#001584,HOUSEHOLD,GERMANY
1585,Customer#001585,MACHINERY,FRANCE
1586,Customer#001586,AUTOMOBILE,JAPAN
1587,Customer#001587,MACHINERY,CANADA
1588,Customer#001588,AUTOMOBILE,UNITED STATES
1589,Customer#001589,FURNITURE,FRANCE
1590,Customer#001590,MACHINERY,CANADA
1591,Customer#001591,HOUSEHOLD,CANADA
1592,Customer#001592,BUILDING,UNITED KINGDOM
1593,Customer#001593,MACHINERY,AUSTRALIA
1594,Customer#001594,AUTOMOBILE,AUSTRALIA
1595,Customer#001595,AUTOMOBILE,FRANCE
1596,Customer#001596,FURNITURE,UNITED STATES
1597,Customer#001597,HOUSEHOLD,BRAZIL
1598,Customer#001598,HOUSEHOLD,CANADA
1599,Customer#001599,MACHINERY,BRAZIL
1600,Customer#001600,HOUSEHOLD,JAPAN
1601,Customer#001601,AUTOMOBILE,UNITED STATES
1602,Customer#001602,MACHINERY,FRANCE
1603,Customer#001603,BUILDING,JAPAN
1604,Customer#001604,BUILDING,CANADA
1605,Customer#001605,FURNITURE,BRAZIL
1606,Customer#001606,FURNITURE,FRANCE
1607,Customer#001607,AUTOMOBILE,UNITED KINGDOM
1608,Customer#001608,AUTOMOBILE,FRANCE
1609,Customer#001609,MACHINERY,UNITED STATES
1610,Customer#001610,AUTOMOBILE,AUSTRALIA
1611,Customer#001611,MACHINERY,GERMANY
1612,Customer#001612,AUTOMOBILE,FRANCE
1613,Customer#001613,FURNITURE,BRAZIL
1614,Customer#001614,MACHINERY,UNITED STATES
1615,Customer#001615,MACHINERY,GERMANY
1616,Customer#001616,FURNITURE,FRANCE
1617,Customer#001617,HOUSEHOLD,JAPAN
1618,Customer#001618,AUTOMOBILE,CANADA
1619,Customer#001619,BUILDING,UNITED KINGDOM
1620,Customer#001620,BUILDING,FRANCE
1621,Customer#001621,FURNITURE,FRANCE
1622,Customer#001622,BUILDING,CANADA
1623,Customer#001623,BUILDING,BRAZIL
1624,Customer#001624,FURNITURE,FRANCE
1625,Customer#001625,AUTOMOBILE,BRAZIL
1626,Customer#001626,AUTOMOBILE,BRAZIL
1627,Customer#001627,BUILDING,UNITED STATES
1628,Customer#001628,AUTOMOBILE,GERMANY
1629,Customer#001629,BUILDING,BRAZIL
1630,Customer#001630,BUILDING,BRAZIL
1631,Customer#001631,HOUSEHOLD,UNITED KINGDOM
1632,Customer#001632,MACHINERY,JAPAN
1633,Customer#001633,MACHINERY,GERMANY
1634,Customer#001634,AUTOMOBILE,AUSTRALIA
1635,Customer#001635,HOUSEHOLD,BRAZIL
1636,Customer#001636,AUTOMOBILE,BRAZIL
1637,Customer#001637,AUTOMOBILE,GERMANY
1638,Customer#001638,HOUSEHOLD,JAPAN
1639,Customer#001639,MACHINERY,GERMANY
1640,Customer#001640,AUTOMOBILE,UNITED STATES
1641,Customer#001641,FURNITURE,AUSTRALIA
1642,Customer#001642,FURNITURE,UNITED STATES
1643,Customer#001643,AUTOMOBILE,BRAZIL
1644,Customer#001644,FURNITURE,FRANCE
1645,Customer#001645,FURNITURE,UNITED KINGDOM
1646,Customer#001646,HOUSEHOLD,GERMANY
1647,Customer#001647,MACHINERY,UNITED KINGDOM
1648,Customer#001648,AUTOMOBILE,BRAZIL
1649,Customer#001649,MACHINERY,GERMANY
1650,Customer#001650,BUILDING,BRAZIL
1651,Customer#001651,HOUSEHOLD,UNITED STATES
1652,Customer#001652,MACHINERY,FRANCE
1653,Customer#001653,AUTOMOBILE,UNITED KINGDOM
1654,Customer#001654,MACHINERY,JAPAN
1655,Customer#001655,BUILDING,UNITED STATES
1656,Customer#001656,BUILDING,AUSTRALIA
1657,Customer#001657,HOUSEHOLD,AUSTRALIA
1658,Customer#001658,AUTOMOBILE,AUSTRALIA
1659,Customer#001659,HOUSEHOLD,AUSTRALIA
1660,Customer#001660,MACHINERY,AUSTRALIA
1661,Customer#001661,BUILDING,CANADA
1662,Customer#001662,FURNITURE,FRANCE
1663,Customer#001663,AUTOMOBILE,CANADA
1664,Customer#001664,BUILDING,UNITED STATES
1665,Customer#001665,MACHINERY,UNITED STATES
1666,Customer#001666,MACHINERY,JAPAN
1667,Customer#001667,BUILDING,UNITED KINGDOM
1668,Customer#001668,MACHINERY,GERMANY
1669,Customer#001669,HOUSEHOLD,GERMANY
1670,Customer#001670,BUILDING,UNITED KINGDOM
1671,Customer#001671,MACHINERY,CANADA
1672,Customer#001672,BUILDING,AUSTRALIA
1673,Customer#001673,AUTOMOBILE,AUSTRALIA
1674,Customer#001674,AUTOMOBILE,UNITED STATES
1675,Customer#001675,BUILDING,BRAZIL
1676,Customer#001676,AUTOMOBILE,FRANCE
1677,Customer#001677,HOUSEHOLD,JAPAN
1678,Customer#001678,MACHINERY,JAPAN
1679,Customer#001679,AUTOMOBILE,UNITED KINGDOM
1680,Customer#001680,BUILDING,AUSTRALIA
1681,Customer#001681,FURNITURE,CANADA
1682,Customer#001682,AUTOMOBILE,UNITED STATES
1683,Customer#001683,MACHINERY,UNITED STATES
1684,Customer#001684,HOUSEHOLD,UNITED KINGDOM
1685,Customer#001685,MACHINERY,CANADA
1686,Customer#001686,AUTOMOBILE,UNITED KINGDOM
1687,Customer#001687,BUILDING,FRANCE
1688,Customer#001688,AUTOMOBILE,JAPAN
1689,Customer#001689,BUILDING,CANADA
1690,Customer#001690,BUILDING,JAPAN
1691,Customer#001691,HOUSEHOLD,CANADA
1692,Customer#001692,HOUSEHOLD,JAPAN
1693,Customer#001693,BUILDING,AUSTRALIA
1694,Customer#001694,AUTOMOBILE,BRAZIL
1695,Customer#001695,HOUSEHOLD,BRAZIL
1696,Customer#001696,AUTOMOBILE,CANADA
1697,Customer#001697,BUILDING,JAPAN
1698,Customer#001698,HOUSEHOLD,CANADA
1699,Customer#001699,MACHINERY,FRANCE
